1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.48391,0.87512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.60072,0.40194,0.69108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35876,0.24971,-0.022463,0.89913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.033373,0.21989,0.36223,0.036736,0.90442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.52563,0.39579,0.19423,-0.10138,-0.060148,0.71795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.50894,-0.024013,0.25972,-0.0043294,0.21531,0.35478,0.7076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41717,0.36996,0.25524,0.16403,0.32082,-0.13326,-0.010085,0.69012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37545,0.4407,0.1417,-0.10163,-0.072153,0.43448,0.12131,-0.057908,0.6499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26699,0.49114,0.13421,0.15015,-0.041516,0.15435,0.041684,0.14419,0.13596,0.76183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.48391,0.19004,0.072476,-0.19766,-0.011261,-0.10077,0.097221,0.12074,-0.062623,-0.033123,0.80378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15852,0.055351,-0.097551,0.25299,0.074063,0.29362,0.0974,-0.10168,0.075868,0.029086,0.24968,0.84724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45054,0.41824,0.3068,-0.15835,-0.14251,0.13576,-0.023665,0.0033171,0.26394,-0.11591,0.094683,0.019978,0.60919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45054,0.24663,0.1893,0.08124,0.22252,0.15225,0.13158,-0.16704,0.094956,-0.19133,0.057171,0.046689,0.057919,0.72209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.64244,0.23586,0.234,0.092294,0.089006,0.04246,-0.04538,0.044098,-0.085926,0.061933,0.058594,0.017343,0.029959,0.10711,0.6537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.63409,0.24047,0.2265,0.057037,-0.138,0.14027,-0.028441,0.061591,0.025099,0.013914,0.16941,0.14082,0.13494,-0.035744,0.25933,0.55329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.48391,0.34258,0.34594,0.035909,0.23854,0.039102,0.11671,0.22871,0.020636,0.084641,0.099554,0.019282,0.050416,-0.025744,-0.030234,-0.027546,0.61676,0,0,0,0,0,0,0,0,0,0,0,0,0
0.51729,0.20019,0.37561,0.08144,0.073697,0.089383,-0.11002,-0.040765,-0.1276,-0.096357,-0.053821,-0.040765,0.10518,0.060842,0.32107,0.10119,0.068488,0.59543,0,0,0,0,0,0,0,0,0,0,0,0
0.51729,0.24786,0.35995,-0.024984,0.13727,0.12736,0.21203,0.10441,-0.07178,0.10019,0.18927,-0.11591,-0.0060849,-0.12611,0.12638,0.14801,0.046234,0.061963,0.57063,0,0,0,0,0,0,0,0,0,0,0
0.23361,0.12824,0.09661,0.040613,0.11358,0.084398,0.066175,-0.085358,0.046222,-0.097626,0.033722,0.01702,0.037271,-0.019239,0.069425,-0.057707,-0.013712,0.013073,-0.093308,0.92425,0,0,0,0,0,0,0,0,0,0
0.17521,0.2082,0.14916,0.29356,-0.0088253,-0.10324,-0.046713,-0.2139,0.2395,0.069522,0.32395,-0.12145,-0.018162,-0.48333,0.15171,0.026838,0.0063333,0.036207,0.084418,-0.060506,0.55421,0,0,0,0,0,0,0,0,0
0.40882,0.25063,0.27153,0.33081,0.02319,-0.02068,-0.12047,0.11204,-0.185,0.00022892,-0.12213,0.023075,-0.065927,0.049812,0.092802,0.05441,-0.0096079,0.041695,-0.10745,0.010349,-0.12213,0.67999,0,0,0,0,0,0,0,0
0.41717,0.63691,0.17242,0.21773,0.083955,0.066728,0.025086,0.13556,0.091623,0.084201,0.10011,-0.10433,0.042294,0.068953,0.0077754,-0.002975,0.10454,-0.016034,0.033609,0.041409,0.23034,0.088936,0.44122,0,0,0,0,0,0,0
0.41717,0.37949,0.11689,0.0094516,0.26949,0.16331,0.095651,-0.14612,0.073609,-0.19244,0.046644,-0.066912,0.030603,0.3062,0.08055,-0.062865,-0.2199,0.039508,0.010898,0.12606,0.39879,-0.027207,-0.18958,0.35004,0,0,0,0,0,0
0.41717,0.35089,0.44742,-0.011465,0.061886,0.11579,0.060225,0.0080145,0.059564,0.074032,0.22898,-0.0054834,0.15219,0.091657,0.16997,0.15269,0.14049,0.13754,0.17141,0.05524,-0.20092,-0.074653,0.14334,0.19464,0.4011,0,0,0,0,0
0.40882,0.34597,0.32474,0.31494,0.12695,0.093135,-0.0014662,-0.03994,0.05959,0.0032331,0.066429,-0.061363,0.079902,-0.11405,0.15254,0.13259,0.11683,0.1652,0.17906,-0.032472,0.021875,0.0012493,0.10811,-0.038542,0.17079,0.54155,0,0,0,0
0.33373,0.16821,0.34852,0.07009,-0.029596,0.28495,0.070279,0.16429,0.064896,0.042536,0.01356,0.10601,0.11207,-0.30089,0.074973,0.087936,0.16187,0.20215,0.050195,-0.12182,-0.033534,0.11252,-0.019484,-0.20226,0.21209,0.061532,0.5457,0,0,0
0.55066,0.33428,0.22032,0.1198,-0.019424,0.26308,0.010496,0.018267,0.19754,0.037787,0.16369,0.20139,0.12361,0.076802,0.05399,0.077562,0.08132,0.098435,0.011647,0.037133,0.0066605,0.0012473,-0.028468,-0.13163,0.22234,0.029341,0.063741,0.47312,0,0
0.58403,0.25862,0.078364,0.086829,0.092834,-0.083234,-0.072307,-0.17845,-0.067591,-0.10062,0.11678,0.0070544,0.074894,-0.024185,0.2272,0.059539,-0.029842,0.042872,0.057234,-0.01775,-0.077842,-0.124,0.13006,0.38604,-0.35636,0.22129,0.020077,0.10134,0.23593,0
0.23361,0.29031,0.086855,0.17166,-0.0010389,-0.039895,0.10251,0.15645,0.018395,0.12228,0.33042,-0.20594,-0.032647,0.11718,0.18401,0.13591,0.157,0.054299,0.25339,0.06866,0.12776,-0.16736,0.12278,-0.096339,0.32304,0.039213,-0.13185,-0.058573,0.51079,0.026931
